id,incident_number,campus_id,final_campus,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket
1005,26WB00002,21,Wilkes-Barre,01/15/2026 10:12 AM,01/14/2026 02:00 PM,01/15/2026 10:12 AM,Employee requested assistance with an administrative matter,ATHLETIC AND RECREATION BUILDING,2026-02-18 21:43:32,2026-01-15,2026,1,January,10,Thursday,False,Morning
1264,26WB00001,21,Wilkes-Barre,01/01/2026 10:37 AM,01/01/2026 10:37 AM,,Assisted an outside law enforcement agency with an investigation,UNKNOWN  LOCATION,2026-02-18 21:43:32,2026-01-01,2026,1,January,10,Thursday,False,Morning
