id,incident_number,campus_id,final_campus,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket
353,26DS00002,9,DuBois,02/05/2026 04:09 PM,02/05/2026 04:09 PM,02/05/2026 06:00 PM,Student reported a concerning odor,COLLEGE PL & E DUBOIS AVE,2026-02-18 21:43:32,2026-02-05,2026,2,February,16,Thursday,False,Afternoon
998,26DS00001,9,DuBois,01/15/2026 12:16 PM,01/15/2026 12:16 PM,01/15/2026 12:22 PM,Visitor requested assistance with a disabled vehicle,N 6TH ST & E DUBOIS AVE,2026-02-18 21:43:32,2026-01-15,2026,1,January,12,Thursday,False,Afternoon
