id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket,final_campus
1005,26WB00002,21,01/15/2026 10:12 AM,2026-01-14 14:00:00,01/15/2026 10:12 AM,Employee requested assistance with an administrative matter,ATHLETIC AND RECREATION BUILDING,2026-02-18 21:43:32,2026-01-14,2026,1,January,14,Wednesday,False,Afternoon,Wilkes_Barre
1264,26WB00001,21,01/01/2026 10:37 AM,2026-01-01 10:37:00,,Assisted an outside law enforcement agency with an investigation,UNKNOWN  LOCATION,2026-02-18 21:43:32,2026-01-01,2026,1,January,10,Thursday,False,Morning,Wilkes_Barre
